X,Y,Z,Value
29,37,1,-3.169
30,37,1,-3.508
31,37,1,-3.573
32,37,1,-3.573
16,36,1,-6.69
17,36,1,-6.69
18,36,1,-6.69
19,36,1,-6.69
20,36,1,-6.247
21,36,1,-4.539
22,36,1,-2.427
23,36,1,-0.757
24,36,1,4.186
25,36,1,3.299
26,36,1,-2.229
27,36,1,-4.564
28,36,1,-4.629
29,36,1,-3.612
30,36,1,-3.142
31,36,1,-1.135
32,36,1,-0.156
33,36,1,-1.227
15,35,1,-6.69
16,35,1,-6.69
17,35,1,-6.69
18,35,1,-6.69
19,35,1,-5.36
20,35,1,-2.284
21,35,1,-0.407
22,35,1,1.484
23,35,1,3.82
24,35,1,4.903
25,35,1,3.704
26,35,1,1.214
27,35,1,0.667
28,35,1,-1.525
29,35,1,-0.13
30,35,1,2.66
31,35,1,3.977
32,35,1,1.136
33,35,1,-1.292
34,35,1,-2.035
14,34,1,-6.69
15,34,1,-6.69
16,34,1,-6.69
17,34,1,-6.69
18,34,1,-5.973
19,34,1,-1.776
20,34,1,1.3
21,34,1,2.63
22,34,1,3.727
23,34,1,5.372
24,34,1,4.929
25,34,1,3.495
26,34,1,2.936
27,34,1,2.897
28,34,1,2.362
29,34,1,4.539
30,34,1,4.108
31,34,1,1.972
32,34,1,-0.573
33,34,1,-2.856
34,34,1,-5.399
35,34,1,-6.69
13,33,1,-6.69
14,33,1,-6.69
15,33,1,-6.69
16,33,1,-6.69
17,33,1,-6.69
18,33,1,-4.37
19,33,1,0.467
20,33,1,2.266
21,33,1,0.689
22,33,1,-0.04
23,33,1,1.682
24,33,1,4.12
25,33,1,3.887
26,33,1,3.679
27,33,1,4.592
28,33,1,5.674
29,33,1,4.135
30,33,1,2.544
31,33,1,0.953
32,33,1,-0.992
33,33,1,-3.769
34,33,1,-6.69
35,33,1,-6.69
12,32,1,-6.69
13,32,1,-6.69
14,32,1,-6.69
15,32,1,-6.69
16,32,1,-6.69
17,32,1,-6.69
18,32,1,-2.74
19,32,1,1.276
20,32,1,-1.161
21,32,1,-2.152
22,32,1,-1.292
23,32,1,0.389
24,32,1,2.136
25,32,1,3.808
26,32,1,4.839
27,32,1,5.282
28,32,1,4.239
29,32,1,3.365
30,32,1,2.086
31,32,1,0.938
32,32,1,-0.548
33,32,1,-5.399
34,32,1,-6.69
35,32,1,-6.69
11,31,1,-6.69
12,31,1,-6.69
13,31,1,-6.69
14,31,1,-6.69
15,31,1,-6.69
16,31,1,-6.69
17,31,1,-6.69
18,31,1,-1.958
19,31,1,1.406
20,31,1,-1.774
21,31,1,-0.744
22,31,1,0.297
23,31,1,2.579
24,31,1,3.908
25,31,1,3.806
26,31,1,2.868
27,31,1,3.234
28,31,1,3.939
29,31,1,3.273
30,31,1,2.06
31,31,1,1.147
32,31,1,-1.657
33,31,1,-5.634
34,31,1,-6.69
12,30,1,-6.69
13,30,1,-6.69
14,30,1,-6.69
15,30,1,-6.69
16,30,1,-6.69
17,30,1,-6.69
18,30,1,-3.587
19,30,1,2.867
20,30,1,3.78
21,30,1,2.736
22,30,1,1.966
23,30,1,1.288
24,30,1,0.598
25,30,1,0.546
26,30,1,1.929
27,30,1,3.469
28,30,1,3.873
29,30,1,2.699
30,30,1,-0.914
31,30,1,-1.476
32,30,1,-2.388
33,30,1,-5.699
34,30,1,-6.69
13,29,1,-6.69
14,29,1,-6.69
15,29,1,-6.69
16,29,1,-6.69
17,29,1,-6.69
18,29,1,-2.805
19,29,1,4.157
20,29,1,6.4
21,29,1,5.996
22,29,1,1.784
23,29,1,-0.64
24,29,1,-1.657
25,29,1,0.352
26,29,1,2.531
27,29,1,3.951
28,29,1,3.573
29,29,1,0.769
30,29,1,-2.049
31,29,1,-1.945
32,29,1,-2.936
33,29,1,-5.973
14,28,1,-6.69
15,28,1,-6.69
16,28,1,-6.69
17,28,1,-6.69
18,28,1,-3.014
19,28,1,4.836
20,28,1,6.504
21,28,1,6.335
22,28,1,4.041
23,28,1,2.321
24,28,1,3.992
25,28,1,1.867
26,28,1,2.946
27,28,1,3.716
28,28,1,3.261
29,28,1,-0.405
30,28,1,-2.049
31,28,1,-3.653
32,28,1,-5.699
33,28,1,-6.69
34,28,1,-6.69
15,27,1,-6.69
16,27,1,-6.69
17,27,1,-6.69
18,27,1,-4.721
19,27,1,2.15
20,27,1,6.296
21,27,1,6.335
22,27,1,7.17
23,27,1,4.8
24,27,1,3.381
25,27,1,2.556
26,27,1,4.182
27,27,1,5.303
28,27,1,4.719
29,27,1,0.795
30,27,1,-4.813
31,27,1,-6.69
32,27,1,-6.69
33,27,1,-6.69
34,27,1,-6.69
16,26,1,-6.69
17,26,1,-6.69
18,26,1,-5.438
19,26,1,-3.091
20,26,1,2.828
21,26,1,3.492
22,26,1,6.358
23,26,1,4.58
24,26,1,3.916
25,26,1,3.467
26,26,1,5.289
27,26,1,6.592
28,26,1,5.641
29,26,1,1.08
30,26,1,-3.926
31,26,1,-6.52
32,26,1,-6.69
33,26,1,-6.69
17,25,1,-6.69
18,25,1,-5.503
19,25,1,-3.222
20,25,1,0.624
21,25,1,-0.095
22,25,1,2.881
23,25,1,4.371
24,25,1,4.58
25,25,1,4.799
26,25,1,6.072
27,25,1,6.684
28,25,1,4.156
29,25,1,1.014
30,25,1,-1.228
31,25,1,-3.653
32,25,1,-4.435
18,24,1,-4.786
19,24,1,-1.41
20,24,1,-1.778
21,24,1,-1.583
22,24,1,0.439
23,24,1,5.205
24,24,1,5.699
25,24,1,6.443
26,24,1,6.051
27,24,1,5.397
28,24,1,2.867
29,24,1,0.297
30,24,1,-0.446
31,24,1,-0.381
19,23,1,-0.838
20,23,1,-1.961
21,23,1,-0.723
22,23,1,1.756
23,23,1,6.886
24,23,1,7.876
25,23,1,7.368
26,23,1,7.029
27,23,1,5.138
28,23,1,2.176
29,23,1,-0.25
30,23,1,-0.224
20,22,1,-1.348
21,22,1,0.034
22,22,1,4.511
23,22,1,6.077
24,22,1,5.946
25,22,1,5.399
26,22,1,5.164
27,22,1,4.825
28,22,1,1.76
29,22,1,-0.797
21,21,1,-0.146
22,21,1,0.963
23,21,1,1.956
24,21,1,1.786
25,21,1,1.473
26,21,1,-0.222
27,21,1,0.626
28,21,1,-1.161
22,20,1,-1.318
23,20,1,-0.301
24,20,1,-2.27
25,20,1,-5.569
26,20,1,-6.69
27,20,1,-6.69
23,19,1,-4.447
24,19,1,-6.351
25,19,1,-6.69
26,19,1,-6.69
24,18,1,-6.69
25,18,1,-6.69
24,45,0,-6.69
25,45,0,-6.69
23,44,0,-6.69
24,44,0,-6.69
25,44,0,-6.69
26,44,0,-6.69
22,43,0,-6.69
23,43,0,-6.69
24,43,0,-6.69
25,43,0,-6.69
26,43,0,-6.69
27,43,0,-6.69
21,42,0,-6.69
22,42,0,-6.69
23,42,0,-6.69
24,42,0,-6.69
25,42,0,-6.69
26,42,0,-6.69
27,42,0,-6.69
28,42,0,-6.69
20,41,0,-6.69
21,41,0,-6.69
22,41,0,-6.69
23,41,0,-6.69
24,41,0,-6.69
25,41,0,-6.69
26,41,0,-6.69
27,41,0,-6.69
28,41,0,-6.69
29,41,0,-6.69
19,40,0,-6.69
20,40,0,-6.69
21,40,0,-6.69
22,40,0,-6.69
23,40,0,-6.69
24,40,0,-6.69
25,40,0,-6.69
26,40,0,-6.69
27,40,0,-6.69
28,40,0,-6.69
29,40,0,-6.69
30,40,0,-6.69
18,39,0,-6.69
19,39,0,-6.69
20,39,0,-6.69
21,39,0,-6.69
22,39,0,-6.69
23,39,0,-6.69
24,39,0,-6.69
25,39,0,-6.69
26,39,0,-6.69
27,39,0,-6.69
28,39,0,-6.69
29,39,0,-6.69
30,39,0,-6.69
31,39,0,-6.69
17,38,0,-6.69
18,38,0,-6.69
19,38,0,-6.69
20,38,0,-6.69
21,38,0,-6.69
22,38,0,-6.69
23,38,0,-6.69
24,38,0,-6.69
25,38,0,-6.69
26,38,0,-6.69
27,38,0,-6.69
28,38,0,-6.69
29,38,0,-6.69
30,38,0,-6.69
31,38,0,-6.69
32,38,0,-6.69
16,37,0,-6.69
17,37,0,-6.69
18,37,0,-6.69
19,37,0,-6.69
20,37,0,-6.69
21,37,0,-6.69
22,37,0,-6.69
23,37,0,-6.69
24,37,0,-6.69
25,37,0,-6.69
26,37,0,-6.69
27,37,0,-6.69
28,37,0,-6.69
29,37,0,-6.69
30,37,0,-6.69
31,37,0,-6.69
32,37,0,-6.69
33,37,0,-6.69
15,36,0,-6.69
16,36,0,-6.69
17,36,0,-6.69
18,36,0,-6.69
19,36,0,-6.69
20,36,0,-6.69
21,36,0,-6.69
22,36,0,-6.69
23,36,0,-6.69
24,36,0,-6.69
25,36,0,-6.69
26,36,0,-6.69
27,36,0,-6.69
28,36,0,-6.69
29,36,0,-6.69
30,36,0,-6.69
31,36,0,-6.69
32,36,0,-6.69
33,36,0,-6.52
34,36,0,-2.818
14,35,0,-6.69
15,35,0,-6.69
16,35,0,-6.69
17,35,0,-6.69
18,35,0,-6.69
19,35,0,-6.69
20,35,0,-6.69
21,35,0,-6.69
22,35,0,-6.69
23,35,0,-6.69
24,35,0,-6.69
25,35,0,-4.59
26,35,0,-6.69
27,35,0,-6.69
28,35,0,-6.69
29,35,0,-6.69
30,35,0,-6.69
31,35,0,-6.69
32,35,0,-5.908
33,35,0,-2.987
34,35,0,-2.818
35,35,0,-4.213
13,34,0,-6.69
14,34,0,-6.69
15,34,0,-6.69
16,34,0,-6.69
17,34,0,-6.69
18,34,0,-6.69
19,34,0,-6.69
20,34,0,-6.69
21,34,0,-6.416
22,34,0,-5.399
23,34,0,-3.743
24,34,0,-4.082
25,34,0,-3.273
26,34,0,-5.542
27,34,0,-6.69
28,34,0,-6.69
29,34,0,-6.69
30,34,0,-4.995
31,34,0,-4.903
32,34,0,-2.583
33,34,0,-4.852
34,34,0,-5.23
35,34,0,-6.351
36,34,0,-6.69
12,33,0,-6.69
13,33,0,-6.69
14,33,0,-6.69
15,33,0,-6.69
16,33,0,-6.69
17,33,0,-6.69
18,33,0,-6.69
19,33,0,-6.69
20,33,0,-5.125
21,33,0,-3.326
22,33,0,-2.687
23,33,0,-1.03
24,33,0,0.391
25,33,0,-1.617
26,33,0,-3.481
27,33,0,-6.69
28,33,0,-6.69
29,33,0,-5.842
30,33,0,-2.491
31,33,0,-0.522
32,33,0,-1.735
33,33,0,-4.447
34,33,0,-6.52
35,33,0,-6.69
36,33,0,-6.69
11,32,0,-6.69
12,32,0,-6.69
13,32,0,-6.69
14,32,0,-6.69
15,32,0,-6.69
16,32,0,-6.69
17,32,0,-6.69
18,32,0,-6.69
19,32,0,-5.465
20,32,0,-3.261
21,32,0,-3.586
22,32,0,-3.324
23,32,0,-2.191
24,32,0,0.222
25,32,0,2.452
26,32,0,-0.769
27,32,0,-3.677
28,32,0,-4.186
29,32,0,-2.83
30,32,0,0.73
31,32,0,0.599
32,32,0,-0.992
33,32,0,-3.939
34,32,0,-6.69
35,32,0,-6.69
36,32,0,-6.69
10,31,0,-6.69
11,31,0,-6.69
12,31,0,-6.69
13,31,0,-6.69
14,31,0,-6.69
15,31,0,-6.69
16,31,0,-6.69
17,31,0,-6.69
18,31,0,-6.69
19,31,0,-4.786
20,31,0,-1.396
21,31,0,-2.673
22,31,0,-2.908
23,31,0,-1.97
24,31,0,-0.536
25,31,0,1.786
26,31,0,-0.013
27,31,0,-2.217
28,31,0,-1.709
29,31,0,1.578
30,31,0,1.786
31,31,0,0.873
32,31,0,-1.161
33,31,0,-6.247
34,31,0,-6.69
35,31,0,-6.69
11,30,0,-6.69
12,30,0,-6.69
13,30,0,-6.69
14,30,0,-6.69
15,30,0,-6.69
16,30,0,-6.69
17,30,0,-6.69
18,30,0,-6.69
19,30,0,-3.939
20,30,0,2.033
21,30,0,-0.209
22,30,0,-1.931
23,30,0,-2.062
24,30,0,-1.827
25,30,0,-0.171
26,30,0,1.186
27,30,0,-0.105
28,30,0,3.208
29,30,0,2.256
30,30,0,-1.018
31,30,0,-1.384
32,30,0,-3.965
33,30,0,-6.69
34,30,0,-6.69
35,30,0,-6.69
12,29,0,-6.69
13,29,0,-6.69
14,29,0,-6.69
15,29,0,-6.69
16,29,0,-6.69
17,29,0,-6.69
18,29,0,-6.69
19,29,0,-4.617
20,29,0,3.702
21,29,0,3.402
22,29,0,-1.762
23,29,0,-3.118
24,29,0,-2.205
25,29,0,0.091
26,29,0,2.672
27,29,0,3.324
28,29,0,4.368
29,29,0,1.316
30,29,0,-1.384
31,29,0,-2.493
32,29,0,-6.247
33,29,0,-6.69
34,29,0,-6.69
13,28,0,-6.69
14,28,0,-6.69
15,28,0,-6.69
16,28,0,-6.69
17,28,0,-6.69
18,28,0,-6.69
19,28,0,-5.569
20,28,0,1.016
21,28,0,3.024
22,28,0,1.486
23,28,0,1.304
24,28,0,5.256
25,28,0,3.886
26,28,0,4.301
27,28,0,4.419
28,28,0,4.263
29,28,0,0.912
30,28,0,-3.483
31,28,0,-5.973
32,28,0,-6.69
33,28,0,-6.69
34,28,0,-6.69
35,28,0,-6.69
14,27,0,-6.69
15,27,0,-6.69
16,27,0,-6.69
17,27,0,-6.69
18,27,0,-6.69
19,27,0,-6.69
20,27,0,-5.569
21,27,0,-0.301
22,27,0,5.71
23,27,0,6.208
24,27,0,6.22
25,27,0,4.274
26,27,0,1.08
27,27,0,3.649
28,27,0,4.029
29,27,0,-2.517
30,27,0,-6.69
31,27,0,-6.69
32,27,0,-6.69
33,27,0,-6.69
34,27,0,-6.69
35,27,0,-6.69
15,26,0,-6.69
16,26,0,-6.69
17,26,0,-6.69
18,26,0,-6.69
19,26,0,-6.69
20,26,0,-6.351
21,26,0,-0.395
22,26,0,5.792
23,26,0,7.869
24,26,0,5.229
25,26,0,3.349
26,26,0,2.552
27,26,0,4.495
28,26,0,3.179
29,26,0,-1.267
30,26,0,-6.416
31,26,0,-6.69
32,26,0,-6.69
33,26,0,-6.69
34,26,0,-6.69
16,25,0,-6.69
17,25,0,-6.69
18,25,0,-6.69
19,25,0,-6.69
20,25,0,-5.399
21,25,0,-3.522
22,25,0,3.398
23,25,0,5.203
24,25,0,4.514
25,25,0,3.769
26,25,0,3.688
27,25,0,5.109
28,25,0,1.654
29,25,0,-0.146
30,25,0,-1.815
31,25,0,-5.804
32,25,0,-6.69
33,25,0,-6.69
17,24,0,-6.69
18,24,0,-6.69
19,24,0,-6.351
20,24,0,-5.634
21,24,0,-4.723
22,24,0,-0.669
23,24,0,5.452
24,24,0,4.827
25,24,0,5.387
26,24,0,4.694
27,24,0,4.159
28,24,0,0.728
29,24,0,-0.693
30,24,0,0.089
31,24,0,0.089
32,24,0,-0.081
18,23,0,-6.69
19,23,0,-5.765
20,23,0,-4.684
21,23,0,-3.134
22,23,0,0.596
23,23,0,6.925
24,23,0,5.765
25,23,0,5.842
26,23,0,5.033
27,23,0,3.508
28,23,0,0.207
29,23,0,-0.797
30,23,0,0.116
31,23,0,-0.289
32,23,0,0.116
19,22,0,-1.359
20,22,0,-3.095
21,22,0,-2
22,22,0,2.697
23,22,0,4.173
24,22,0,3.287
25,22,0,3.013
26,22,0,2.909
27,22,0,2.96
28,22,0,0.064
29,22,0,-1.514
30,22,0,-1.684
19,21,0,0.14
20,21,0,-1.672
21,21,0,-2.871
22,21,0,-1.345
23,21,0,1.553
24,21,0,1.737
25,21,0,1.514
26,21,0,1.175
27,21,0,1.67
28,21,0,-0.992
29,21,0,-2.231
21,20,0,-6.69
22,20,0,-6.69
23,20,0,-6.351
24,20,0,-6.69
25,20,0,-6.69
26,20,0,-6.69
27,20,0,-6.69
28,20,0,-6.69
22,19,0,-6.69
23,19,0,-6.69
24,19,0,-6.69
25,19,0,-6.69
26,19,0,-6.69
27,19,0,-6.69
23,18,0,-6.69
24,18,0,-6.69
25,18,0,-6.69
26,18,0,-6.69
24,17,0,-6.69
25,17,0,-6.69
